"text","labels","lang"
"Selvä se.","9","fi"
"Olen siivonnut paljon heitä.","9","fi"
"Joo mikä hätänä?","9","fi"
"Entä minun ehdotukseni?","9","fi"
"Teidän ei tarvitse tulla.","9","fi"
"Kuolematonta ei voi tappaa.","9","fi"
"Tein sen.","9","fi"
"Antaisit asian olla.","9","fi"
"Minä en tiedä.","9","fi"
"Hän etsii psykopaatteja.","9","fi"
"Ei mikään.","9","fi"
"Tunnistatteko neiti Polhemusista tekemänne muistiinpanot?","9","fi"
"Näin sen!","9","fi"
"Ei väistämistä ole kielletty.","9","fi"
"Odotimme sinua vasta puolen tunnin päästä.","9","fi"
"Sain heti haasteen suuren valamiehistön eteen.","9","fi"
"Mestari? Vaatteesi ovat repeytyneet takaa.","9","fi"
"Kuulostat ihan siltä kuin kaikki olis.","9","fi"
"Poikasi on täällä.","9","fi"
"Mekö vain odottelemme? Niin.","9","fi"
"En muista.","9","fi"
"Mikä sinut sai tulemaan tavallisen rahvaan keskuuteen?","9","fi"
"Vähän alumiiniakin etusivulla.","9","fi"
"Käy päälle!","9","fi"
"Sitä en tiedä.","9","fi"
"Pötkötetään vai?","9","fi"
"Mitä nyt?","9","fi"
"Että hän pitää vapaapäivän.","9","fi"
"Mistä sinä puhut?","9","fi"
"Vajan luona on bensapumppu.","9","fi"
"Yksi sinulle.","9","fi"
"Itäisen Los Angelesin suurin operoija. 100 kiloa viikossa.","9","fi"
"En ole syönyt näitä 1 5 vuoteen.","9","fi"
"Se oli ensimmäinen päivä.","9","fi"
"Sen takia Eben on enkeli.","9","fi"
"Huiputus on kuitenkin sukua juonelle.","9","fi"
"Valkoviiniä.","9","fi"
"Entä jos pappi käskee kertomaan poliiseille?","9","fi"
"Miten huumeiden suhteen menee?","9","fi"
"Naisen rakastaja tuli käymään.","9","fi"
"Katsopa.","9","fi"
"Kuka hänen parittajansa on?","9","fi"
"Haluan tietää koska minulla on sinua kohtaan.","9","fi"
"En tee sellaista.","9","fi"
"Ja sitten... teen näin.","9","fi"
"Ja kaikki nämä päätelmät perustuvat siis sille että vainajasta löytyi ehkäisygeelin jäänteitä?","9","fi"
"Hän ei näytä taitojaan hovissa. Niin kuin te muut.","9","fi"
"Ei vielä.","9","fi"
"Mitä sille Polhemusin sormenjälkiraportille kuuluu?","9","fi"
"Pyydän teitä lähtemään!","9","fi"
"Ota valiumia.","9","fi"
"Vehkeilyt sikseen!","9","fi"
"Rankkaa kamaa. Ne kaverit eivät kulje kaupungilla.","9","fi"
"Kyllä herra.","9","fi"
"Kerrohan missä äiti ja ne pienet munat ovat.","9","fi"
"Joudumme ehkä tuomaan jonkun mukanamme.","9","fi"
"Älä hätäile.","9","fi"
"Äiti!","9","fi"
"Eihän se ollut vaikeaa?","9","fi"
"Vilpuri.","9","fi"
"Ja heillä on nyt sotansa.","9","fi"
"Kerro vähän niistä kolmen kuukauden yövuoroista.","9","fi"
"Näin että juttelit David Morselle.","9","fi"
"Edustan häntä.","9","fi"
"Kenelle sinä oikein olet vihainen?","9","fi"
"Tämä selvisi minulle eilen.","9","fi"
"Käytte todistuksesi läpi.","9","fi"
"Mitä puuhaat?","9","fi"
"Nämä voidaan pysäyttää vain tekemällä aivot toimintakyvyttömäksi.","9","fi"
"Sanoinhan että sinun pitäisi odottaa.","9","fi"
"Useat kaupungit ovat ilman puhelinlinjoja moni ilman sähköä ja jokunen ilman vettä.","9","fi"
"Todellakin.","9","fi"
"Mutta sinä et tuota yllätyksiä.","9","fi"
"En halua kuulla.","9","fi"
"Ostan ne takaisin.","9","fi"
"Todella vaarallinen.","9","fi"
"Mitä?","9","fi"
"Ymmärrän.","9","fi"
"Bernard ja minä lähdemme Australiaan.","9","fi"
"Sitä paitsi Evans on kuin sotaalue.","9","fi"
"Väärä paketti.","9","fi"
"Junior oletko täällä?","9","fi"
"Suonette anteeksi.","9","fi"
"Luoja siunatkoon vanhaa kunnon perhettä.","9","fi"
"Jos olisitte sodassa haluaisin taisteluun.","9","fi"
"Ja äkkii!","9","fi"
"Tunnenko minä teidät?","9","fi"
"Tiedän miltä tuntuu.","9","fi"
"Keksejä. Maalautitteko itsenne?","9","fi"
"Siitä on jo aikaa.","9","fi"
"Eläkepäiviä jessus.","9","fi"
"300 dollariinko?","9","fi"
"Molemmat pannaan paikoilleen.","9","fi"
"Lähes $400.000 on maksamatta.","9","fi"
"Olen tuntenut Connien monta vuotta.","9","fi"
"Hänellä on parta ja minulla ei.","9","fi"
"Jos et vie minua kävelen sitten.","9","fi"
"Oliko muuta?","9","fi"
"Pois tieltä!","9","fi"
"Vaatteistasi päätellen luulin sinua jalkamieheksi.","9","fi"
"Siihen mennessä...","9","fi"
"Isänne tulee kotiin pian.","9","fi"
"Tiedätkö mitä tarkoitan?","9","fi"
"Olen todella pahoillani.","9","fi"
"Hei mitä munille kuuluu?","9","fi"
"Vai päivällistä.","9","fi"
"Olen rökittänyt ihmisiä niin pirusti pelastaakseni sinut!","9","fi"
"Minä vain suhtaudun siihen väärin.","9","fi"
"Junior poikani.","9","fi"
"Et ole mikään diplomaatti.","9","fi"
"Näyttää Lawrence Cavendishilta.","9","fi"
"Lyö se vain kiinni.","9","fi"
"Saanko käyttää puhelinta?","9","fi"
"En halua tavata ketään muuta.","9","fi"
"Miksi emme ammu niitä hautoihinsa?","9","fi"
"Häivytään tääItä!","9","fi"
"Ole varovainen!","9","fi"
"Missä hän on?","9","fi"
"Hermostui hieman luulisin odottaessaan puhelua.","9","fi"
"Ne pitävät aina Oprahista.","9","fi"
"Herra Sabich on syyttäjän toimistosta.","9","fi"
"Virallinen venäläinen suudelma.","9","fi"
"Jääkylmää limua!","9","fi"
"Lähettäkää kaikki lähistön partiot paikalle.","9","fi"
"Aja takaisin!","9","fi"
"En tiedä teistä... mutta mun on päästävä pois täältä.","9","fi"
"Mikä naurattaa?","9","fi"
"Yritetään löytää hänelle paikka.","9","fi"
"Rusty halusi nyt jatkuu Päätöntä rakkautta.","9","fi"
"Menen maan alta! Seesam aukene!","9","fi"
"Minulla oli kiire koneelle.","9","fi"
"Harkitsemme asiaa.","9","fi"
"Onnettomuudessa harjoitusten aikana.","9","fi"
"Älä hermoile.","9","fi"
"Mutta en minä paljasta sitä kenellekään.","9","fi"
"Mene.","9","fi"
"Mitä?","9","fi"
"Käydään ostoksilla.","9","fi"
"Minä olen Edward Lewis.","9","fi"
"Et voi sanoa mitään niin ilkeää kuin itse sanon itselleni.","9","fi"
"Nyt naisella oli miehensä sormenjäljet.","9","fi"
"Et pääse pitkälle pakoon.","9","fi"
"Olen lähetystöstä.","9","fi"
"Hän on vampyyri!","9","fi"
"Omistan 1 0 miljoonaa osaketta.","9","fi"
"Neljännesmiljoonan.","9","fi"
"Mennään.","9","fi"
"Olivat he baptisteja protestantteja tai jutskuja!","9","fi"
"Naurettavaa tehdä väitöskirjaa tässä iässä.","9","fi"
"Noin ei puhuta mun vaimoni edessä.","9","fi"
"Entä jos en pärjää?","9","fi"
"Huomenta sir.","9","fi"
"Ostan yrityksiä.","9","fi"
"Tulemme takaisin muutamassa minuutissa.","9","fi"
"Selvä.","9","fi"
"Tiedättehän millaista se on asutaan yhdessä.","9","fi"
"No mitä pidät?","9","fi"
"Toivottavasti peli ei veny pitkäksi.","9","fi"
"Ja pullo hienoa ranskalaista samppanjaa.","9","fi"
"Hetkinen.","9","fi"
"panetteko uuden kyltin tilalle?","9","fi"
"Olen nimittäin ainut lapsi.","9","fi"
"Asutko täällä Tom?","9","fi"
"Tule.","9","fi"
"Ja nyt kunhan saamme taksin voimme viedä suunnitelman päätökseen ja elää hitusen arvokkaasti.","9","fi"
"Mä unohdan paljon juttuja ja...","9","fi"
"Hän saattaa odottaa sinua. Tiedäthän sen?","9","fi"
"Ei se näytä haittaavan maanmiehiäsi.","9","fi"
"Se on luettelossa.","9","fi"
"Tuolla ylhäällä.","9","fi"
"Niin mutta pätevä johtaja etsisi keinon huolehtia Yhtiön julkisuuskuvasta.","9","fi"
"Annan sinulle lahjan.","9","fi"
"Saat rahat ensi perjantaina.","9","fi"
"Niin sitä pitää.","9","fi"
"Hän ei osaa lyödä Cort.","9","fi"
"Paljonko näitä on?","9","fi"
"Senkin valehtelija! Ei.","9","fi"
"Haluatteko voittaa sodan rikollisuutta vastaan?","9","fi"
"Ei tämä mitään.","9","fi"
"Eikä mitään temppuja.","9","fi"
"Näyttää siltä että olet juuri saanut siivet?","9","fi"
"Näetkö aseen hänen kädessään?","9","fi"
"Kaksi paria kympit ja kuutoset.","9","fi"
"Anteeksi.","9","fi"
"Jos hän tekee sen en ole kuullutkaan Skinnystä.","9","fi"
"Tämä nuori nainen sanoo haluavansa opettajaksi.","9","fi"
"Se kyllä näyttää Ebeniltä.","9","fi"
"Bianca.","9","fi"
"Onko isolla pahalla Bobilla hetki?","9","fi"
"Et ole lopettanut vielä.","9","fi"
"Minkä?","9","fi"
"Ei tällä kertaa. Relaa vähän Barney.","9","fi"
"Minulla on tarkka vainu aaveiden suhteen.","9","fi"
"Rocky ottaa iskuja.","9","fi"
"Olemme jo myöhässä.","9","fi"
"Senkin typerys. Etkö näe muuta?","9","fi"
"Enkelinkö? Niin.","9","fi"
"Mene makuulle.","9","fi"
"Kerronko minä vaiko te?","9","fi"
"Minun merkkiäni.","9","fi"
"Hän ilmoitti hoville aamulla ettei hän palaa sieltä ellet sinä tule hänen luoksensa.","9","fi"
"Olisin voinut soittaa.","9","fi"
"Kas raviolia.","9","fi"
"Skandaali miehen ja vaimon välillä on se mitä en voi sietää.","9","fi"
"Mitä hittoa hän höpisee?","9","fi"
"No sopiihan se.","9","fi"
"Muistatko?","9","fi"
"Saatana voisi vallata minutkin ja muuttua entistä vahvemmaksi.","9","fi"
"Se on Tintoretto.","9","fi"
"Kuule kuoropoika minä en vakoile valehtele enkä huijaa.","9","fi"
"Saathan sinä valtiolta rahaa kerran viikossa.","9","fi"
"Täytyy varoittaa häntä ennen kuin käy hullusti.","9","fi"
"Joten pitää tehdä syntiä jotta pääsemme taivaaseen.","9","fi"
"Täytyy tietysti muistaa etten ajatellut selkeästi.","9","fi"
"Sitä paitsi paperi palaa helposti.","9","fi"
"Asettakaa se naamallenne Hastings.","9","fi"
"Kuusituhatta.","9","fi"
"Mikä tuo on?","9","fi"
"Onnenpäivät alkakoot.","9","fi"
"On aika siivota.","9","fi"
"Varsinainen kuoropoika.","9","fi"
"Tiedätkö mikä tämä on?","9","fi"
"Kortin voimassaolo...","9","fi"
"Oletko pelannut Miamissa?","9","fi"
"Älä minusta välitä.","9","fi"
"Kaikki näkevät niitä.","9","fi"
"TimanttiSutra!","9","fi"
"Lentäjän hautajaiset eivät ole yhtä komeat.","9","fi"
"Ei.","9","fi"
"Voi Phyllis!","9","fi"
"Tässä on vihje.","9","fi"
"Yritä nukkua hiukan.","9","fi"
"Minkä heimojen?","9","fi"
"He tarjosivat meille töitä.","9","fi"
"En saata uskoa että noin arvostettu asianajaja neuvoisi päämiestään vetoamaan viidenteen.","9","fi"
"Oletko varma että hän hyppäsi taksista?","9","fi"
"Kuka tuo tyttö on?","9","fi"
"Murphy mennään.","9","fi"
"Miehen on pidettävä sanansa.","9","fi"
"Selvä.","9","fi"
"Laukauksia?","9","fi"
"Haluatko minut?","9","fi"
"En vaan kuinka pitkä etäisyys sinne on.","9","fi"
"Molly ansaitsee parempaa.","9","fi"
"Se oli lahja.","9","fi"
"Harkitse asiaa.","9","fi"
"Sillälailla.","9","fi"
"Katsotaan vanhoja leffoja koko yö.","9","fi"
"Luuletko että minusta on mukava roikkua mukanasi?","9","fi"
"En ole varma soitinko sinä iltana.","9","fi"
"Voin puhua toisille sisarille ja jos kerrotte mitä etsitte me kerromme olemmeko nähneet.","9","fi"
"Tuohon noita siis käytetään.","9","fi"
"David tulee pian komisario.","9","fi"
"Avaa ovi!","9","fi"
"Minne he menivät?","9","fi"
"Mitä ihmettä sinä muuten teet täällä?","9","fi"
"Esittelen saavutuksemme.","9","fi"
"Ja minä olen tämä.","9","fi"
"Jotain tulee tapahtumaan Sarah.","9","fi"
"Kid Shelleen ja Cat Ballou.","9","fi"
"Sisään siitä.","9","fi"
"Hän sitoo minut sänkyynsä.","9","fi"
"Ehkä luulet olevasi minä.","9","fi"
"Meidän pitäisi lähteä Calgarystä muutamaksi päiväksi.","9","fi"
"Hyvin tehty Wickers.","9","fi"
"lhan hyvältä.","9","fi"
"Jäisin kiitollisuudenvelkaan.","9","fi"
"Missä?","9","fi"
"Olen aina halunnut jääprinsessaksi.","9","fi"
"Tää äijä käytti sua syöttinä.","9","fi"
"Hyvät naiset ja herrat Ernest ja Fanny Raye Weller!","9","fi"
"Jumala sinua siunatkoon.","9","fi"
"Minkä?","9","fi"
"Haluaisin sen toistaiseksi pitää omana tietonani.","9","fi"
"Miten vain ylennys jolla hänestä tehdään vanhempi konstaapeli on jo julkaistu.","9","fi"
"Professori Henry Higgins näkee meidät.","9","fi"
"ja minä aloin nauraa.","9","fi"
"Näyttää pitävän naudanlihasta.","9","fi"
"Hetkinen.","9","fi"
"Abrakadabra. Simsalabim. Hyvästi ystäväiseni.","9","fi"
"Hän oli kakkosmieheni.","9","fi"
"Olen lehtimies.","9","fi"
"Juuri noin. Ole paikoillasi.","9","fi"
"Paranna minut...","9","fi"
"Älä palaa haudan takaa kostamaan minulle.","9","fi"
"Minulla on vastuu ryhmistä.","9","fi"
"Olisiko teillä juotavaa?","9","fi"
"Hän kutsui naisen ravintolaan jotta tämä piristyisi.","9","fi"
"Olin laittanut kaiken sinulle valmiiksi jo kauan aikaa sitten.","9","fi"
"Mutta maisema on ainakin komea.","9","fi"
"Vivian minä puhun sinulle!","9","fi"
"Auttaisiko vartalosukka?","9","fi"
"Ei se sano ottaako keksin.","9","fi"
"Raahaa luusi tänne.","9","fi"
"Käynnistä auto ja aja.","9","fi"
"Vaikeinta on saada teidät takaisin.","9","fi"
"Onko teillä Teeseitse kirjoja?","9","fi"
"Kävelläänkö?","9","fi"
"Liikkukaa.","9","fi"
"Väkivaltajaos minun toimistoni kuudes kerros.","9","fi"
"Hei mies oletko kunnossa?","9","fi"
"Sairaala.","9","fi"
"Katsotaan oletko aito.","9","fi"
"Lhmiset saattavat käsittää väärin.","9","fi"
"Täällä on hevonenkin valmiina.","9","fi"
"Hädin tuskin.","9","fi"
"Haluan muuttaa kaiken elämässämme ja kodissamme varsinkin tässä Torinon kylmässä ja masentavassa palatsissa.","9","fi"
"Sillä päästään paskasta eroon.","9","fi"
"Kukaan ei tiedä hänestä.","9","fi"
"Itse verenhimo!","9","fi"
"Olet pitänyt itseäsi minua älykkäämpänä 14vuotiaasta asti.","9","fi"
"Minulla oli päänsärky Teidän Majesteettinne.","9","fi"
"Oliko vielä muuta?","9","fi"
"Tiedäthän kuningas Arturin velhon.","9","fi"
"Olit mahtava Phyllis.","9","fi"
"Te molemmat pelkäätte.","9","fi"
"Sieltä voi vähentää väkeä.","9","fi"
"Niin tietysti!","9","fi"
"Jos haaveilet kostosta annat tulevaisuuden mennä sivu suusi.","9","fi"
"Tulet olemaan herttuan tai prinssin morsian et Jeesuksen morsian.","9","fi"
"Isä!","9","fi"
"Jep ilmiselvät menkat.","9","fi"
"Jos et satu tietämään niin tämä on vakava asia!","9","fi"
"Onko kaikki hyvin?","9","fi"
"Bob halusi...","9","fi"
"Mitä?","9","fi"
"Tämä on ainut kulho.","9","fi"
"Kaikki on hyvin täällä on joitain ihmisiä.","9","fi"
"Kalpene kateudesta Geraldo Rivera.","9","fi"
"Sama se mitä tapahtuu.","9","fi"
"Älä.","9","fi"
"Muistat äijän.","9","fi"
"En ikävä kyllä.","9","fi"
"Olit paha siihen aikaan tiedän sen.","9","fi"
"Kuinka niin?","9","fi"
"Myönnän että nautin naisten seurasta.","9","fi"
"Toiseksi paras nimitettiin juuri professoriksi.","9","fi"
"Naiset ja lapset yläkertaan.","9","fi"
"Ongelmat eivät katoa noin vain.","9","fi"
"Ensin Danny sitten King Willie.","9","fi"
"Mitä kädellenne tapahtui?","9","fi"
"Käske hänen lopettaa.","9","fi"
"Saksalaiset olivat neljä kilometriä Leningradista etelään.","9","fi"
"Kuka sinä olet?","9","fi"
"Vai että luulisit.","9","fi"
"Jeanne! Pysykää siinä ja kuunnelkaa!","9","fi"
"Annoitte siis kyseisen kansion herra Sabichille vasta kun hän kertoi sen puuttuvan neiti Polhemusin huoneesta?","9","fi"
"Haloo?","9","fi"
"He kuolivat noutaessaan sinua Los Angelesiin ja heidän murhaajansa jäävät rangaistuksetta ellet todista heidät lähettänyttä miestä vastaan.","9","fi"
"Mieheni suku oli valaanpyytäjiä ennen kuin heistä tuli farmareita.","9","fi"
"Miten sinä toimit?","9","fi"
"Lähden Martiniqueen miljoonan dollarin kera paitsi jos sinä mokaat jolloin joudumme kaikki linnaan.","9","fi"
"Mitä sinä sanoit?","9","fi"
"Miten menee cowboy?","9","fi"
"Ei heillä on kaksi asetta.","9","fi"
"Kreivi Verua!","9","fi"
"Vapaiden pojat.","9","fi"
"En ole ikinä nähnyt mitään vastaavaa.","9","fi"
"Tämä mies osaa asiansa.","9","fi"
"Koettakaa kestää.","9","fi"
"Onpa hyvä nähdä.","9","fi"
"Koko sukuni...","9","fi"
"Se oli onnettomuus.","9","fi"
"Sen haarukan minä olisin osannut.","9","fi"
"Pentu seisoi keskellä katua ja luoteja viuhui ympärillä.","9","fi"
"Komisario te tosiaan sidoitte langat yhteen.","9","fi"
"Voitko hyvin?","9","fi"
"En.","9","fi"
"Mitä aiotte tulevaisuudessa tehdä?","9","fi"
"Olivat.","9","fi"
"Kaikki naiset eivät halua naimisiin!","9","fi"
"Juokse Junior!","9","fi"
"Voi ei se mitään.","9","fi"
"Joten usko se se on totta.","9","fi"
"Etkö tunnista minua?","9","fi"
"Kyllä.","9","fi"
"Viikset jatkavat kasvamista kuoleman jälkeen.","9","fi"
"Nyt... Kuunnelkaa erittäin tarkkaan.","9","fi"
"Korkein kortti on rouva.","9","fi"
"Oletko jumpannut?","9","fi"
"Midiania ei ole olemassa.","9","fi"
"Hei.","9","fi"
"Ja hän yrittää pelastaa Katjan.","9","fi"
"Ei minun tyyppiäni.","9","fi"
"Jestas!","9","fi"
"Oletteko kiinnostunut taiteesta kreivitär?","9","fi"
"Jos Abott ja Morley löytävät hänet?","9","fi"
"Entä Russell?","9","fi"
"Onko siellä auto?","9","fi"
"Mikä hän ikinä onkin ja mitä tekeekin hän on helvetin paljon kunniakkaampi kuin sinä.","9","fi"
"Kyllä.","9","fi"
"Se on totuus Chappie.","9","fi"
"En välitä hänen luottamuksestaan.","9","fi"
"Kahden vuoden päästä hän lähtee ehdokkaaksi.","9","fi"
"No niin nähdään myöhemmin.","9","fi"
"Tein sen minkä luulin olevan oikein.","9","fi"
"Mitä hän tekee?","9","fi"
"Ihan pian.","9","fi"
"Mikä häntä vaivaa?","9","fi"
"Kyllä.","9","fi"
"Tunnen kaikki!","9","fi"
"Heti kun mä saan rahaa menen Miamiin.","9","fi"
"Niin voitit.","9","fi"
"Hän muutti Wichitaan.","9","fi"
"Putoan...","9","fi"
"Eivätkä koskaan ratsasta pilvissä minun kanssani?","9","fi"
"Miksi?","9","fi"
"Alessandro olen vaarassa.","9","fi"
"Lupasit vieväsi minut uimaan! Sinä lupasit!","9","fi"
"Saatan vaikka tullakin.","9","fi"
"Eristysnauhako?","9","fi"
"Miksi? Tiedetäänkö meistä jo?","9","fi"
"Minä en nostanut sitä.","9","fi"
"Voide täytyy levittää hyvin hieno varovaisesti.","9","fi"
"On kiitospäivä enkä tunne täällä kuin baarimikon.","9","fi"
"Ching Fung kaikki ajallaan. Tavoittelen kumpaakin.","9","fi"
"Miten pääsitte sisään?","9","fi"
"Esimerkki kaikille.","9","fi"
"Kerropa hoiditteko homman mukilla vai pääsitkö oikeasti muhinoimaan.","9","fi"
"Kenen pitikään pitää turpansa kiinni?","9","fi"
"Roy varasi sen erityisesti meille.","9","fi"
"Kaikki sujuu kuin rasvattu.","9","fi"
"Saatana asuu hänessä.","9","fi"
"Kunnes minua häirittiin.","9","fi"
"Jos teitä ei haittaa ostan ensin kengät.","9","fi"
"Kiitos.","9","fi"
"Hastings oliko teistä hieman omituista kun Lawrence Cavendish epäili äitinsä kuoleman olleen onnettomuus?","9","fi"
"Kaksi miljoonaa taalaa.","9","fi"
"Ja mikä parasta hän unohtaa tehtävänsä.","9","fi"
"Muista kunnioitus.","9","fi"
"Yksi tyyppi syytti huijauksesta.","9","fi"
"Siisti juttu.","9","fi"
"Mene nyt ettei kitarasi hajoa.","9","fi"
"He eivät merkitse minulle mitään.","9","fi"
"Se on nimeni.","9","fi"
"Tämä saapui juuri.","9","fi"
"Noudan hänet itse. Hän ei ole enää yksin.","9","fi"
"Viimeiseen pisaraan!","9","fi"
"Millainen päivä sinulla oli kulta?","9","fi"
"Mene lääkäriin.","9","fi"
"Valentine kuuntelee häntä.","9","fi"
"Varsinaisia kuoropoikia.","9","fi"
"Vaimon käytöstä kilpenä.","9","fi"
"Hän ei edes ole kaupungissa...","9","fi"
"Rauhoittukaa nyt.","9","fi"
"Niin on parempi.","9","fi"
"Kuolema on osa peliä.","9","fi"
"Etkö ole konkurssissa?","9","fi"
"Minä soitan vain pikaisesti.","9","fi"
"Hän taisteli kehässä.","9","fi"
"Anagallis arvensis.","9","fi"
"Hän otti minun Ebenini.","9","fi"
"Se on minulle enää 200 auki.","9","fi"
"Minun pitää olla päättäväisempi.","9","fi"
"Hän tekee sitä endorfiinin takia.","9","fi"
"Ovat aina huoneessa.","9","fi"
"Rachel?","9","fi"
"Madame Raikes.","9","fi"
"Olet menossa tapaamaan rouva Raikesia vai kuinka?","9","fi"
"Mitä hittoa siellä tapahtui?","9","fi"
"Älä enää ikinä sano noin!","9","fi"
"Tunnetko tämän nuoren naisen?","9","fi"
"Jos kuulee koko ajan haukkuja niihin alkaa pian uskoa.","9","fi"
"Olen pahoillani isästäsi.","9","fi"
"Miten vauvan kävi?","9","fi"
"Ei Chappieta OK? Koska se piru... Hän on juorunnut sinusta Brennanille.","9","fi"
"Minä otan nyt käteni pois ja sinä pysyt hiljaa eikö niin Roger?","9","fi"
"Lähetä hänet kotiin. Ei ei. Löyhät suut upottavat laivoja Roger.","9","fi"
"Al meidän pitäisi kuulustella Bobby Texiä vaimonsa kanssa ja tuolla olevaa makaronia.","9","fi"
"Kolme tai neljä.","9","fi"
"Sä olet tosi terävä tiedäksä?","9","fi"
"Katsotaanpa.","9","fi"
"Haloo?","9","fi"
"Täällä Omega 1.","9","fi"
"John Cavendish.","9","fi"
"Antakaa kätenne.","9","fi"
"Herra löydän todisteita oli niitä tai ei.","9","fi"
"Jättäkää hänet rauhaan!","9","fi"
"Valmiina.","9","fi"
"Anna se tänne.","9","fi"
"Nyt on toisten vuoro aloittaa.","9","fi"
"Tule.","9","fi"
"Vain kourallinen muistoja ja talo jossa hän oli poikana.","9","fi"
"Varoitan sinua...","9","fi"
"Vihdoin se tapahtuu.","9","fi"
"Olen pahoillani.","9","fi"
"En osaa sanoa.","9","fi"
"Nimi?","9","fi"
"Mitä sinä tiedät siitä?","9","fi"
"Ei hukata aikaa.","9","fi"
"Kauanko täällä ollaan oltu?","9","fi"
"Hei.","9","fi"
"Kas niin...","9","fi"
"Et saa mennä!","9","fi"
"En voi muutakaan.","9","fi"
"Kannibalismia?","9","fi"
"Te tiedätte asioiden laidan.","9","fi"
"Haluan vain oppia läksyni suorittaa opintoni olla fiksu ja ruveta papiksi.","9","fi"
"Taistele!","9","fi"
"Olenko minä tosiaan kitisijä?","9","fi"
"Tuolla.","9","fi"
"Poliisit sanovat aina niin!","9","fi"
"Pinkaiskaa keittiöön niin mummi antaa syötävää.","9","fi"
"En puhu poliisien kanssa ennen Lubinin saapumista.","9","fi"
"Luulitko olevasi ovela?","9","fi"
"Ferdy pääsit linnasta.","9","fi"
"Olen kylvyssä.","9","fi"
"En valittanut kun te englantilaiset älyköt rantauduitte 60luvulla.","9","fi"
"Se ei ole ladattu.","9","fi"
"Olet täällä?","9","fi"
"Trevie?","9","fi"
"Kerroin hänelle ohjuksista ja Shaheedista.","9","fi"
"Halusin auttaa asukkaita!","9","fi"
"Meillä oli ikävä!","9","fi"
"Minä murskaan tuollaiset itikat.","9","fi"
"Hsiao Tsing mitä teet täällä?","9","fi"
"Hän jätti minut. Omanikin jätti minut.","9","fi"
"Auta Ramos!","9","fi"
"Pommin.","9","fi"
"Uudestaan.","9","fi"
"Taksi.","9","fi"
"Sisään.","9","fi"
"Teillä on kuulemma viinikellari.","9","fi"
"Minä kätken naisen ja sinä hankit pidätysmääräyksen.","9","fi"
"Haluan vain vastauksia.","9","fi"
"Pannaan Henryn viereen tähti.","9","fi"
"Valehtelit mulle ja äidille.","9","fi"
"Mr Morse.","9","fi"
"Sehän halusi tavata sinut.","9","fi"
"En näe häntä.","9","fi"
"Nämä kaverit eivät saata olla DEA mutta Keyes on silti vastuussa heistä.","9","fi"
"Naistenhuoneeseen.","9","fi"
"Aika loppuu!","9","fi"
"Lokakuussa. Silloin omanikin lähti.","9","fi"
"Ei ole mitään jäljellä mikä ruokkisi meitä.","9","fi"
"Kaupunki ei suostunut hyväksymään tappiota.","9","fi"
"Pois sieltä!","9","fi"
"Suokaa anteeksi.","9","fi"
"Nyt se on vankila.","9","fi"
"Eivätkö paperit saapuneet?","9","fi"
"Aitoa tiedettä.","9","fi"
"Tulen pian takaisin!","9","fi"
"Liikettäjäseniin!","9","fi"
"Sä olit pummia parempi vai?","9","fi"
"Miten voit luulla että pystyisin sellaiseen?","9","fi"
"Hänen oli täytynyt pudottaa se ennen juomista. Hänellä teki mieli kuumaa juotavaa joten hän teki kaakaota.","9","fi"
"Tutkitutitteko pullon sisällön?","9","fi"
"Mitä tiedät tuosta tytöstä?","9","fi"
"Haluatko vettä?","9","fi"
"Senkin paskiainen.","9","fi"
"Säkö oot Rockyn poika?","9","fi"
"Tein vain sen mitä aina olen halunnut tehdä.","9","fi"
"Sinulla ei ole vaihtoehtoja.","9","fi"
"Onko kaikki rahat mennyttä?","9","fi"
"Kukaan ei palkannut meitä veljesrakkautemme takia Ned.","9","fi"
"Tervehdys!","9","fi"
"Niin juuri.","9","fi"
"Lillian.","9","fi"
"Hän pamahti!","9","fi"
"Falkor!","9","fi"
"Mä yritin opettaa sua onko selvä?","9","fi"
"Anna minulle yksikin esimerkki tutuistamme.","9","fi"
"Miksi Lissabonissa Barley?","9","fi"
"Sinun pitäisi syodä enemmän.","9","fi"
"Tahdon tietää jos jossakin on jotain mätää.","9","fi"
"Ettekö huomanneet neiti Cavendishin olevan erittäin kateellinen?","9","fi"
"Joskus sitä jatkuu koko loppuelämän.","9","fi"
"Jarruta!","9","fi"
"En ole ikinä nähnyt tuota liikettä!","9","fi"
"Union Cane!","9","fi"
"Miten Molto tähän liittyy?","9","fi"
"Kun menin kanssasi naimisiin sinusta tuli Veruan kreivitär.","9","fi"
"Koska ymmärrät?","9","fi"
"Laske alas miekkasi. Kumarru Buddhan edessä!","9","fi"
"Jos haluat tietää miten ostaa kiinteistöjä tai murtautua kultakalasi asuntoon niin mene videokauppaan alas katua.","9","fi"
"Rocky sinun on lopetettava.","9","fi"
"Nuo muut kalut minä sekoitan.","9","fi"
"Sitten tein sen taas.","9","fi"
"Rahat tänne.","9","fi"
"Sinun ja Balboan välillä ei näytä olevan virallista sopimusta.","9","fi"
"Ei tarvitse käydä useasti mutta silloin kun tarvitsee niin siinä kestää...","9","fi"
"Barbara oli yliopistolla minä lapsenvahtina.","9","fi"
"Hän otti minut suojelukseensa eroni jälkeen.","9","fi"
"Kaikki on valmista.","9","fi"
"Tule tule.","9","fi"
"Se oli typerää.","9","fi"
