"text","labels","lang"
"Must be the Jamaicans .","3","en"
"Varjele niitä henkesi edestä.","8","fi"
"What are you going to do?","9","en"
"Young man , your self - righteous piety is commencing to annoy me .","3","en"
"Viimeinen henkilö, jonka kanssa haluat riitoihin.","1, 3","fi"
"That's bad management .","3","en"
"I'm in fear of my life , you know .","4","en"
"I get all sorts.","9","en"
"Pardon.","9","fi"
"A public brawl...","9","en"
"Käsittele kissaa nätisti.","9","fi"
"Päivällinen ei kestä kauan.","9","fi"
"I don't.","9","en"
"Toivottavasti se ei enää tästä pahene.","4","fi"
"He'll lay out the plan of operation for you.","9","en"
"It was a nightmare .","4","en"
"Siitäs saat, senkin kurjimus.","1, 3","fi"
"Keyes, oletko kunnossa?","2","fi"
"Olen huolissani sinusta huomisessa tutkinnassa.","4","fi"
"Menin katsomaan häntä kun hän nukkui.","9","fi"
"Everything went slicker than...","9","en"
"Olisi parasta jos hymyilisit.","9","fi"
"I'm afraid Scraps will have to be shot .","6","en"
"I've got some job possibilities for you .","8","en"
"All that Latino macho shit .","1","en"
"Well , we won't tell anybody about that , okay ?","4, 7","en"
"Tiedän vain että minun on tehtävä jotain ennen kuin he tekevät.","9","fi"
"Eräs hyvä ystäväni antoi sen minulle.","5","fi"
"Wayne Newton tekee sinut varmasti onnelliseksi.","2","fi"
"What happened?","9","en"
"Drive !","1, 4","en"
"Somebody threw a fucking tyre chain , hit him right in the mouth .","4","en"
"Boys , sweep them out of the gutter .","3","en"
"I like the bubble . - Yeah ?","7","en"
"Hey I was trying to let you sleep.","9","en"
"Outo reaktio.","7","fi"
"The princess has been acting very strangely .","7","en"
"Don't make me shoot you .","1","en"
"An animal had gnawed off its own foot to escape from a trap .","6","en"
"Isn't [PERSON]'s death enough ?","4","en"
"Kokoa varusteesi.","9","fi"
"Now to business .","2","en"
"Onko mahdollista, että olen rakastumassa teihin?","7","fi"
"All you have to do ... is point her out and look the other way .","1, 3, 7","en"
"Ten!","9","en"
"Terrorisminvastaiset joukkoni on koulutettu hoitamaan näitä tilanteita.","1, 4","fi"
"Miten hänellä menee?","9","fi"
"It's terribly expensive here , [PERSON] .","3","en"
"A few new dents.","9","en"
"Siten näytät kunnialliselta, jos mahdollista.","3","fi"
"Haluan matkustaa kotiin.","9","fi"
"That's it Pearlstein.","9","en"
"Be a good fellow and get out now .","1","en"
"This is nice .","5","en"
"Toivottavasti ei mitään ikävää.","9","fi"
"A pleasure .","5","en"
"Anteeksi, Bill, ei ollut tarkoitus säikyttää.","6","fi"
"Emme voi tehdä mitään.","6","fi"
"It's a deal .","8","en"
"Meillä on sisua ja voimavaroja.","9","fi"
"Eat up then.","9","en"
"Tell the governor I won't wait any longer .","2","en"
"Hey guys.","9","en"
"Where are you?","9","en"
"Could you show me where they are ?","8","en"
"Ettekö huomanneet neiti Cavendishin olevan erittäin kateellinen?","9","fi"
"En tiedä, mitä tehdä.","4, 6","fi"
"Pearl on nätein pitkine vaaleine hiuksineen.","5","fi"
"Ja minkä takia?","9","fi"
"Joining you?","9","en"
"Mennään.","9","fi"
"Ne olivat Rockyn rahoja.","9","fi"
"No , honey the drink's on me .","8","en"
"You've put us all in danger for your love of this woman .","1","en"
"Insinööri.","9","fi"
"She had a bit of an accident back there .","4","en"
"Tulkaa katsomaan sitä joentöyräältämme.","9","fi"
"I do not think you quite realise my position .","1","en"
"Viis siitä, me lähdemme.","1","fi"
"Hello . [PERSON] , is that you ?","2","en"
"Olen lehtimies.","9","fi"
"Of course I'll help you .","8, 5","en"
"Hei äiti.","9","fi"
"Ei onnistu!","9","fi"
"Tämä on hyvää viskiä, yhdestä ryöstöstä.","5","fi"
"John , really , I was only trying to help you out , that's all .","6","en"
"Mitä jos Brennan on tehnyt väärin?","4, 6","fi"
"Mikset kutsu minua Hsiao Tsingiksi?","9","fi"
"You got it .","8, 5","en"
"Lapset loistavat innostuksesta.","9","fi"
"Olette aiheuttaneet minulle jo tarpeeksi harmia.","1","fi"
"Tuki suusi.","1, 3","fi"
"Eat your pudding Mr. Land.","9","en"
"That this could be the result of all I had committed my life to .","6","en"
"Viesti teille.","9","fi"
"Are they both mad ?","7","en"
"Your Majesty .","8","en"
"I'm not asking you , I'm telling you . You're in danger .","1, 4","en"
"Sillä on varmaan kirppuja.","3","fi"
"A Russian grenade.","9","en"
"Aces up.","9","en"
"Good luck.","9","en"
"Onpas!","1","fi"
"Learn to read walk talk smile and even fight.","9","en"
"I've examined him several times and ... I think he's begun to trust me .","8","en"
"Vittu.","1","fi"
"I need a taxi.","9","en"
"All right all right.","9","en"
"That didn't count.","9","en"
"I like it !","5","en"
"Se ei ole niin yksinkertaista.","1, 6, 7","fi"
"Hastings!","9","en"
"Se on minulle enää 200 auki.","9","fi"
"Syö nyt jotakin.","9","fi"
"Why should I give a crap ?","1","en"
"I jack it up and get whipped on both sides.","9","en"
"The most ironic thing is that the postings were true because Belfort and others from Stratton Oakmont pled guilty to manipulating that particular security.","9","en"
"Katsokaa mitä sain.","9","fi"
"You're murderers !","1, 3","en"
"I am Jane Doe.","9","en"
"Tiedän täällä hyvän baarin.","5","fi"
"I don't think we can get it done by Monday .","6","en"
"Haluan nähdä Leo Wattsin siinä tilanteessa.","2, 5","fi"
"You go find it.","9","en"
"Tämä on tarpeeksi kauheaa ilman tuollaista puhetta.","1","fi"
"I didn't know what to do .","4","en"
"We bought a farmhouse , near [LOCATION] .","5","en"
"It's safe , trust me .","8","en"
"Ketä?","9","fi"
"Tahdon tietää jos jossakin on jotain mätää.","9","fi"
"Wendell McGaffneyn juttu oli hyvä syy soittaa hänelle.","9","fi"
"Haluan kysyä jotain.","2","fi"
"That's very gracious of you .","5, 7","en"
"Käskin sinun häipyä!","1","fi"
"Älä ole ankara itsellesi.","9","fi"
"Olisipa minustakin.","6","fi"
"Jokainen pieni synti ja väärinkäytös, uudelleen ja uudelleen.","3","fi"
"It didn't feel to me like you were interested in talking just now .","6","en"
"Tiedäksä...","9","fi"
"To cover it up .","7","en"
"It still did not notice what the Lady Cavendish does it have a few jealousies out of the normal one?","9","en"
"I won't shoot a hundred anything.","9","en"
"Hanki oma elämä.","3","fi"
"I find it really insulting that you assume it has to be a guy .","3","en"
"Vaunut!","9","fi"
"Your mommy took you to the hospital because you were hurt .","7","en"
"Jollie soitti...","9","fi"
"Ei soittoja.","9","fi"
"please don't let them take me !","4","en"
"Vasta nyt kun hän kuolee, kerrot etten ole sinulle muuta kuin mitä Belle Watling on Rhettille.","6","fi"
"So I figured while I'm here I'll lose a few pounds .","2","en"
"Clock me from when I hit that marker there 'til I finish at that one.","9","en"
"Haluan tietää.","9","fi"
"Do you know what that means ?","2","en"
"MIT was after me , wanted me to rule the world for them .","1, 3","en"
"[PERSON] , leave the room .","1","en"
"Danny surmattiin ja hänet tappanut saa maksaa tekonsa!","1, 2","fi"
"How do you take it ? Ah , just like that .","2","en"
"You know , be very close .","2","en"
"Jaa rahat Jed.","9","fi"
"I tell you what this is fate. That's what this is.","9","en"
"Sinä olet minun unelmani ja haluan toteuttaa sen.","9","fi"
"Mitä?","9","fi"
"Emojis are a new visual language.","9","en"
"Pelastaisitko minut, jos putoaisin?","4","fi"
"Minä...","9","fi"
"Sillä on täitä.","3","fi"
"Do you like it ? - I do .","5, 7","en"
"Snapper it was.","9","en"
"Everybody else did it.","9","en"
"It's like they're after me , right ?","4","en"
"Jos Edward olisi minun kanssani...","6","fi"
"No , [PERSON] !","7","en"
"I don't want this !","7","en"
"Acts of homicide and cannibalism reported through the afternoon are contributable , at least in part , to these reactivated bodies .","1, 6","en"
"There's some action at a place in [LOCATION] .","2","en"
"En voi.","9","fi"
"Now .","2","en"
"Tämäkaunotar sopii mainiosti.","5","fi"
"All other movements are restricted.","9","en"
"Painu takaisin häkkiisi Alvaradossa.","1, 3","fi"
"Sillä välin kun olit kapitalistisen yhteiskunnan pelinappulana -","3","fi"
"You are excused from the panel based on your assertion of your Fifth Amendment rights.","9","en"
"Tämä ei tule olemaan samanlainen tehtävä kuin aikaisemmat.","2","fi"
"Voi luoja!","7","fi"
"Nurtsilla.","9","fi"
"Toimitaan.","9","fi"
"Niki vaati että minun pitäisi soittaa teille.","9","fi"
"Ainoa järjellinen selitys on bakteeri tai virus, - mikä saa menettämään järjen.","4","fi"
"Mitä?","9","fi"
"What can you expect from filthy little heathens ?","3","en"
"We're out of here.","9","en"
"To think of her struggles , her fruitless cries for help .","6","en"
"If we could be like this forever it would be great","6","en"
"Hyvät herrat.","9","fi"
"Vie pääni keisarille. Ehkä se vakuuttaa hänelle että olemme lojaaleja.","9","fi"
"Doyle, nyt on tapahtunut jotain käänteentekevää.","2","fi"
"What crap !","1","en"
"Mitä luulette tämän olevan mon ami?","9","fi"
"Why did you have to sit there listening to him ?","3","en"
"Mitä tämä on?","1, 3, 7","fi"
"What's your duty sir?","9","en"
"I think it was Mongolia. I don't remember.","9","en"
"Päästä minut - kusipää!","1, 2","fi"
"You can get brave any time you feel like it .","5","en"
"Täällä ei tosiaan ole olutta.","1, 6","fi"
"I was astonished at the extent of his reputation .","2, 4, 5, 7","en"
"It's just the beginning .","1, 5","en"
"Thank you.","9","en"
"You have my word .","8","en"
"Dorcas hyvä Rouva Inglethorp on kuollut. Siksi meidän tulee saada tietää kaikki.","9","fi"
"Siihen saakka - saatte parhaan toimittajan, joka teillä on koskaan ollut.","8","fi"
"If they do come here , you will let me know ?","2","en"
"I ain't aiming for you to go to [PERSON] ' and gobble like a hog !","3","en"
"En voi pelastaa Jakovia.","6","fi"
"I've become involved with a gangster called Brian.","9","en"
"All right , let's go back to [LOCATION] and make this movie .","2","en"
"Daddy . You want to name her daddy ?","3, 7","en"
"That's the only chance you got left .","6","en"
"And you're gonna ask me questions.","9","en"
"Oletteko herra Cochran?","9","fi"
"Kaikki muut näkee paitsi mä.","6","fi"
"We are in great danger .","4","en"
"Rauhallisesti.","8","fi"
"Go to your quarters.","9","en"
"What is he looking at ?","2","en"
"Eat your breakfast and forget it .","1","en"
"And praying.","9","en"
"My life is a surprise .","7","en"
"Naurettavaa.","3","fi"
"Respect to the situation current policy","9","en"
"Se vähän riippuu.","9","fi"
"Looks like I got an abdominal and a thigh . - Dress it . Quickly .","1, 7","en"
"There's a shitload of that .","7","en"
"Nehän ovat todellisia?","7","fi"
"I was fixed up on a blind date by a well - meaning friend .","8, 5","en"
"Sarah?","9","fi"
"Kuolleena siis.","6","fi"
"Me molemmat saatamme selvitä tästä.","5","fi"
"Your manuscript went astray , that's all .","3","en"
"Nobody .","8","en"
"Oh , [PERSON] , [PERSON] , it's happening .","4","en"
"Älä huoli, tilaan italialaista.","8","fi"
"Heitä kassit tänne.","9","fi"
"Ei, ei, ei, ei.","1, 3","fi"
"Hei poika.","9","fi"
"Olinhan tehnyt tytön olon aika epämukavaksi.","6","fi"
"No one there...","9","en"
"And I just disagreed with them , completely .","3","en"
"Otin tililtä rahaa jotta pystyin maksamaan lainani.","9","fi"
"Yes.","9","en"
"Kukaan ei saa riistää lapsilta vapautta.","9","fi"
"Juttelimme, kujeilimme ja soitimme kamarimusiikkia.","5","fi"
"When he finds out our dam is at his boys camp he'll start asking questions .","4","en"
"Selvä, lähdetään ostoksille.","2","fi"
"Hei Rock!","9","fi"
"Siksihän ystävät ovat olemassa.","8","fi"
"Go on then.","9","en"
"Äitini.. hän olis toivonut, että se menee näin.","8, 5","fi"
"I've lost another man and that bastard thinks it's funny .","3","en"
"Tietoja.","9","fi"
"You should see it.","9","en"
"I'll be right outside . Good .","8","en"
"Pure acid !","2, 3, 7","en"
"Minä lopetin koulun kesken.","6","fi"
"Take me home .","2, 6","en"
"Tämä on minun tehtäväni...","9","fi"
"Pysytelkää poissa tieltä.","9","fi"
"Sitä on kai liikkeellä.","9","fi"
"Are you listening ?","1","en"
"Paholaisen työtä ei voi tuhota!","1, 3","fi"
"Päästä - peräreikä!","1","fi"
"He's resisting. There's too much data.","9","en"
"When I get home I just want to sleep.","9","en"
"The best !","8","en"
"I will start with you .","2","en"
"Mitä puolikas mies tämän aidan ulkopuolella tekisi?","4","fi"
"I've , uh , really enjoyed this little chat .","4","en"
"I knew that if anyone could help me , you could .","8","en"
"Don't try to change the subject.","9","en"
"Nämä ovat hänen lukulasinsa.","9","fi"
"Todellinen muslimi ei ole terrorismin kannalla.","6, 7","fi"
"We all know Cane is a paper champion.","9","en"
"Do you know him?","9","en"
"Annoin hänelle liikaa vapautta.","6","fi"
"Not [PERSON] ?","7","en"
"Lhmiset saattavat käsittää väärin.","9","fi"
"Take a vacation , let things cool off .","8","en"
"You got one bad seed there .","6, 7","en"
"Even though we have each other . It can be a very lonely existence .","6","en"
"Adrian on liian hyvä tähän.","9","fi"
"Kuten mitä?","9","fi"
"Olen tulossa sinne.","9","fi"
"Enter !","1","en"
"Se oli varmasti painajainen.","6","fi"
"Vastaa minulle kuin mies.","3","fi"
"I have an appointment with my tailor.","9","en"
"Ja sinä tulit kuolemaan.","6","fi"
"Hinttejä joka paikassa.","3","fi"
"Left ! Turn left !","1, 2","en"
"Nitrogen guns , safeties off .","1","en"
"Pair of queens.","9","en"
"Malttia.","9","fi"
"As in ... pointless .","1, 3, 4","en"
"Just like before !","2","en"
"Mitä meille nyt tapahtuu?","4","fi"
"Rakastimme häntä kovasti.","5","fi"
"Next question.","9","en"
"Tiistaina sinut tunnetaan ympäri osavaltiota.","2","fi"
"Pidän niistä kavereista.","5","fi"
"Tämä paikka sairastaa hammasmätää.","3, 4","fi"
"I still haven't recovered No energy to jump","6","en"
"And now this ?","1","en"
"Then understand your place in the palace , nowhere else !","3","en"
"Stylesin kartano on upea.","7","fi"
"That may be , but my wife , she's a very good one .","5","en"
"That's what I assumed.","9","en"
"Mitä teet täällä?","4, 7","fi"
"I shall die on the gallows .","4","en"
"Tiedän sen. Mutta mieti Kuuta.","9","fi"
"Rusty ohjaa hyvin.","8","fi"
"No luck ?","6, 7","en"
"I can't do that , [PERSON] .","1, 6","en"
"Meillä on Saksan eliittisotilaat.","8","fi"
"You have never seen me before today?","9","en"
"It's great to see you , [PERSON] .","5","en"
"I'm at the Regent Beverly Wilshire. Write it down.","9","en"
"It's home.","9","en"
"Olet pelkkä neekeri, jolla on suora tukka.","1, 3","fi"
"Are we going?","9","en"
"Astumalla pullon päälle, niin että korko katkesi.","1","fi"
"They come from the New Orleans Bridge Club... and they've been bonded by the steward.","9","en"
"Teet tämän vain pahemmaksi.","1, 3","fi"
"We'll have Tobruk in a few days .","2","en"
"Hei, kuka oli sun paras ystäväs Orlandossa?","8, 5","fi"
"Can you me them travel cannot?","9","en"
"Yeah.","9","en"
"Grand jury investigation.","9","en"
"Are you able to offer something ?","2","en"
"Sinä ainakin näytät erilaiselta.","9","fi"
"She still eating cereal with her fingers ?","3","en"
"Kun pääsemme karjasuojalle, - vie Alice kaupungista mahdollisimman nopeasti.","8","fi"
"Because the trust fund belonged to Alice Kruger.","9","en"
"Pötkötetään vain telkan edessä.","9","fi"
"Come on.","9","en"
"Ja kaikkien eniten kadehtima.","9","fi"
"Pitäisikö minun siis tulla sinne?","7","fi"
"You'll have a chance to judge for yourself .","8","en"
"How it can be so certain?","9","en"
"I shall not translate .","1, 6, 7","en"
"Pidä meitä silmällä.","9","fi"
"Mennään säkkien taakse!","9","fi"
"Now , with such simplicity ... Such clarity , everything falls into place .","6","en"
"Look!","9","en"
"It'll be great experience for you .","2","en"
"You see I've been where I'm going.","9","en"
"Who's askin' to see me ?","7","en"
"Now get. It's all right Bernard.","9","en"
"Casualty report ?","6","en"
"En ketään.","9","fi"
"Kirjoititteko minulle vai ette?","1","fi"
"Varokaa vain.","1, 3","fi"
"Cochran.","9","en"
"Hän on kuumakalle.","4","fi"
"Jos saisimme köyhät lapset pois kaduilta pariksi kesäkuukaudeksi - he tulisivat tutuiksi luonnon ja amerikkalaisten ihanteiden kanssa.","2","fi"
"We should go into business.","9","en"
"Break out a spare shaft.","9","en"
"Why should I take the chance that I lose it ?","7","en"
"Mitä luulet?","9","fi"
"On vaikea olla tiukkana miehelle, joka on hyvä häviäjä.","3","fi"
"Did you have a warrant ?","6","en"
"Siksi suosittelen näitä pitkäaikaiseen käyttöön.","9","fi"
"Onko Jakov siis Dante?","9","fi"
"I suppose they were all in love with you .","5","en"
"You do not deny , then , that such a monster could exist . Is that correct ?","1, 2, 3, 4, 6, 8","en"
"No niin pojat.","9","fi"
"Olen kasvanut kauniiden sanojen parissa.","5","fi"
"Noita suuria sinisiä silmiä.","9","fi"
"Kuin viettäisi viikonlopun Beverly Hillsissä.","5","fi"
"Mikset tuki suutasi, itkupilli?","1","fi"
"You said you'd never leave me .","6","en"
"Minulla on sinulle jotain Jay.","9","fi"
"Anna hänelle jotain lievittämään omantunnon tuskia.","9","fi"
"En milloinkaan.","8","fi"
"What I could tell you about what's going on around here if I wanted to","9","en"
"That PBJ is no match for Zeros.","9","en"
"Who the hell asked you anyways , huh ? - Shut up !","1","en"
"Kun te kaksi nilkkiä onnittelette toisianne kannattaa miettiä, että saatatte asettaa Brennanin kuseen.","1, 3","fi"
"So why am I here?","9","en"
"Pääset mukaan, mutta sinun täytyy luvata, että et hukuta muiden ääniä.","1","fi"
"He didn't know ...","6","en"
"Let's go.","9","en"
"Am I a criminal for that ?","4","en"
"Oh mother that car's a deathtrap.","9","en"
"Two hundred yards.","9","en"
"Se oli ravintolassa.","9","fi"
"Olemme niin huonoja, että hajoamme.","6","fi"
"Stand back , Inspector , or I'll shoot you .","1","en"
"Tuoksumolekyylit.","9","fi"
"It's not mine , man .","4","en"
"Quickly !","2, 4, 7","en"
"Et sinä tunne häntä.","1","fi"
"Osaat pitää suusi kiinni.","5","fi"
"So she must have been the Lady Cavendish entering in the room through that door.","9","en"
"Olemme vapaat.","5","fi"
"That's sweet .","5","en"
"Mutta sir, kun työ on tehty, kuka tietää voimmeko palata tätä reittiä, - ja löydämmekö teidät?","4","fi"
"I cast thee back to hell !","1","en"
"I'll get in trouble !","4","en"
"Syytteiden hylkäämistä.","9","fi"
"They're not telling the whole story.","9","en"
"Niin avioliitot järjestyvät täällä päin.","9","fi"
"Mitä tuossa on?","9","fi"
"It's all right . I'll have to bring our sledge . Hurry .","2, 5","en"
"Mitä? Onko se sairas?","7","fi"
"Joséphine.","9","en"
"What do you use for protection?","9","en"
"Päätös oli väärä.","3, 4","fi"
"Stay away from ...","1, 2","en"
"Täällä on tosi paljon pellejä.","9","fi"
"Puhuit totuuden sanoja.","9","fi"
"Really . - Am I no longer allowed to give gifts ?","1, 6, 7","en"
"Kymmenen.","9","fi"
"Et voi mennä sinne!","4","fi"
"Get the laptop for the wire transfer.","9","en"
"19.00 auto, jossa oli kaksi miestä ja nainen, syöksyi hotellin aulaan.","7","fi"
"Jonna.","9","fi"
"Isn't that wonderful , father ?","5","en"
"He's very sweet .","5","en"
"Haluat minun luulevan, ettet halua, että menen sinne mutta totuus onkin, ettet todella halua minun menevän sinne.","1","fi"
"If he breaks the law and it crosses this desk , he pays for it .","1","en"
"It's okay.","9","en"
"You wan na fire me , fire me .","1","en"
"Relax ? I have never been more relaxed in my life !","1","en"
"Thank you Admiral Broderick.","9","en"
"Where do we go to surrender ?","2","en"
"( giggles ) oh , you don't .","8, 5","en"
"Why don't you shut up and go back where you came from ?","1","en"
"Everything will be all right .","8","en"
"Ehkä Baphomet kertoi hänelle jotain jotain jolla Midianin voi pelastaa.","9","fi"
"Ei hän oikeasti ole setäni.","9","fi"
"Äiti teki aina noin.","5","fi"
"Climbing on a heap of black and metal sheets and pilings ...  ... he hardly recognized the once proud and famous [LOCATION] .  ","6","en"
"Toivottavasti ette pelkää korkeita paikkoja.","4","fi"
"We liked the same guy , but I liked him more , Would you back off ?","1","en"
"Ah where is he?","9","en"
"Siitä eteenpäin olin mennyttä.","6","fi"
"Pat, en ole kiittänyt, että vedit minut siitä joesta.","8","fi"
"Well you want an egg or don't you?","9","en"
"On final. Tally-ho. One more thing.","9","en"
"En halua myohästyä lennolta.","4","fi"
"Se oli kaunista, tiedätkö.","5","fi"
"Suokaa anteeksi.","9","fi"
"I don't want to put you to any trouble .","6","en"
"Kun olen 90 ja sinä olet yhä nuori?","9","fi"
"En minun kelloni mukaan.","9","fi"
"Sinäkö?","2, 7","fi"
"Miettikää ensi kerralla, ennen kuin kiusaatte McLeachia.","1, 3","fi"
"That's very rewarding , believe me .","5","en"
"Olemme molemmat.","9","fi"
"Better get out of here ... 'cause I ain't ever gonna surrender to [LOCATION] .","4","en"
"Keskustelimme huomenna alkavasta oikeudenkäynnistä.","9","fi"
"You made the spell and you can undo it !","1","en"
"Viisi haavoittunutta.","6","fi"
"Olet varmasti yksinäinen.","6","fi"
"So , do you think you could get me a TV ?","2","en"
"Pukki on täällä ja kaikkee.","5","fi"
"In the meantime You can take him to California.","9","en"
"Tule tapaamaan Pollya.","9","fi"
"Sekin kestää liian kauan.","9","fi"
"Switching to thermal.","9","en"
"How very nice to see you .","5","en"
"You girls a bunch of nudists? Or you just uh short of clothes?","9","en"
"[LOCATION]'s been fatal to every commander who risked his fortune there .","4","en"
"If he likes running his fingers through my hair , well , why not ?","5","en"
"Riittää jo, pojat.","1","fi"
"These heels are grotesque .","3","en"
"En voi taistella.","4","fi"
"Mutta hän jätti asian minun hoidettavakseni.","9","fi"
"No unpleasantness I hope.","9","en"
"Kukaan ei pysty lentämään konetta.","4","fi"
"Inhottaa tehdä näin, mutta musta hänet on paras viedä sairaalaan.","4","fi"
"Hän palasi läpimärkänä ja esitti aina saman tekosyyn.","9","fi"
"Leave me alone !","1","en"
"Sääli.","6","fi"
"Here he is.","9","en"
"So , one day , it was my turn and I was just so determined that I was ... gonna show her I could be just as good as she could .","2","en"
"Etkö halua juuri sitä?","7","fi"
"Mikset istuta Henryä tänne?","9","fi"
"Think they'll give me a job of responsibility ?","2","en"
"Junior!","9","fi"
"Tämä on mahdotonta.","1, 3, 6","fi"
"It's incredible stupidity ...","1, 6, 7","en"
"Hän on varmasti aika...","9","fi"
"Mr Keith it's contempt of court to refuse to answer questions.","9","en"
"Ben!","9","fi"
"I'm warning you ...","1","en"
"I get pissed off , my wife gets embarrassed , the kids are confused .","6","en"
"Nähdään maanantaina junassa.","2","fi"
"How do you handle it?","9","en"
"Emme maksa mitään.","1","fi"
"That much is clear sir.","9","en"
"Father Carmine!","9","en"
"Tytöt, hoidelkaa heidät!","2","fi"
"Mitä me teemme?","4","fi"
"I'll be a good boy .  ","8","en"
"Out of the way !","1, 7","en"
"You will order your officers to work .","1","en"
"Viekää hänet ja muut myös!","1","fi"
"We'll talk about that later.","9","en"
"Whaddaya say?","9","en"
"Another miracle will happen .","2","en"
"Se on teidän typerä kohtanne.","3","fi"
"Saavuitteko siinä lentokoneessa, jonka näin lentelevän yllämme?","7","fi"
"If I can do anything for you , let me know .","8","en"
"Well , now , there's a lovable chap .","5","en"
"Jos menetämme kontrollin tässä viidakossa, olemme mennyttä.","4","fi"
"On vain yksi henkilö joka sen on voinut tuhota.","9","fi"
"Yes.","9","en"
"No.","9","en"
"Correct ?","2","en"
"Hei Stella.","9","fi"
"Listen , I - I know you're gonna think this is real dumb of me , but , uh , I haven't been feeling very good lately , and , uh ...","2","en"
"Vauriot eivät korjaudu.","8, 4","fi"
"Kuskasivat hänet kiireellä kopteriin.","4","fi"
"Minullakin.","9","fi"
"I was just about to phone you. I hope I'm not disturbing you.","9","en"
"Inhottavaa kun ei ole kulmakarvoja.","9","fi"
"Kyllä.","9","fi"
"Älkää ampuko, saatana!","1, 4","fi"
"Minun täytyy häippästä en kestä hyvästejä.","9","fi"
"Pidin siitä.","5","fi"
"Hei sanoit itse että ainut keino selvitä on olla osa tiimiä.","9","fi"
"When you get on the roof , lie flat !","8","en"
"I don't know.","9","en"
"Kanankoipea.","9","fi"
"Annoitte siis herra Sabichille luvan erottaa herra Della Guardian milloin vain?","9","fi"
"Ole vain oma itsesi niin tämä sujuu hyvin.","9","fi"
"I don't know why I'm in such a hurry to get into trouble again .","4","en"
"Myyn aseita ja laitteita kaikille, jotka maksavat niistä.","8","fi"
"If they're laying in a fleet we've got to know now.","9","en"
"Kids , the wienies are almost done !","5","en"
"Niin onkin.","8","fi"
"Niin minäkin.","9","fi"
"We did do that yes.","9","en"
"Kate Baldwin was never supposed to talk to him.","9","en"
"A depressing characteristic .","6","en"
"I am the avenger .","5","en"
"Luulin, että hän pilaili.","7","fi"
"Oh I bet you do ... and then minutes later every cop in the state'd be after us .","1","en"
"Wow !","5, 7","en"
"How much longer ?","3","en"
"Sinäkin säikytit minut.","4","fi"
"Sitten toivo on mennyttä.","6","fi"
"Sanakin vielä, ja olet mennyttä!","1","fi"
"Hiljaa.","9","fi"
"Matkustelin Euroopassa ja yritin unohtaa erään surullisen tapahtuman.","6","fi"
"En tiedä, mutta me tuemme häntä.","8, 2, 5","fi"
"En välitä, mitä ajattelet.","1","fi"
"Tilaisin jotakin iltapalaruokalistalta.","2","fi"
"Nähdään taas tuolla ulkopuolella.","9","fi"
"Haluan 200 dollaria!","1","fi"
"Sisar Liz, voimmeko puhua?","2","fi"
"This is your friendliest enemy reminding you to take it easy and never volunteer for anything .","5","en"
"Shrimp fork. Salad fork. Dinner fork.","9","en"
"Sure.","9","en"
"Kipeää, kipeää, kipeää.","6","fi"
"Give me a kiss .","2, 5","en"
"Oletko humalassa?","3","fi"
"Sinun on uskottava siihen mitä teet.","8, 2","fi"
"The strategy that Wernher Von Braun taught me was that first the Russians were the enemy against whom we were going to build space-based weapons.","9","en"
"Vihaan tätä koko hommaa.","1","fi"
"Please call me when you get settled .","2","en"
"Tämä on jo toinen kerta.","9","fi"
"Varmaan jossain vikittelemässä kaunista naista.","1, 3, 6","fi"
"Hän on hysteerinen.","4","fi"
"Haluan ottaa tästä paikasta selvää.","2","fi"
"I didn't think you'd shoot .","7","en"
"Koska he ovat väärässä, Helen.","1","fi"
"It was nobody's fault but my own .","6","en"
"Of course not sir.","9","en"
"Johtuu varmaan täällä olevasta sumusta että asioita on melko vaikea muistaa.","9","fi"
"Tekin pidätte minua liian vanhana ja rumana miehen rakastettavaksi.","6","fi"
"I have two wishes left Falkor.","9","en"
"Vain suuri mies pystyy myöntämään virheensä.","9","fi"
"Huomattavastikin.","9","fi"
"Miksei sulla ole nivelreumaa?","2","fi"
"And as I was relating this to him our missiles started shutting down one by one.","9","en"
"Joutuisin toden teolla vaikeuksiin.","4","fi"
"Kukaan ei käy täällä.","6","fi"
"Antakaa minun hoitaa miehenne uraa niin voitte alkaa taas elää ihmisiksi.","1","fi"
"So that I could sit in that Senate and serve the people in an honest way .","8","en"
"Se kyllä näyttää Ebeniltä.","9","fi"
"I did not want to miss that .","6","en"
"You think I'm gonna team up with some [GAY SLUR] stool - pigeon .","3","en"
"I regret the things that I done .","3, 6","en"
"Haluan kertoa ideastani seuraavaa numeroa varten.","2","fi"
"The ponies were dying .","6","en"
"Bonjour madame Raikes.","9","fi"
"I can hear the fat lady singing , [PERSON] . I can hear her singing .","2","en"
"But I couldn't help noticing , despite the habit , that you're quite young .","7","en"
"Niin on todellakin.","9","fi"
"Hail , fellowship !","5","en"
"It was fortunate for you that I was here to save you .","8","en"
"I thought he was kidding .","7","en"
"Don't look at me like that .","1, 3","en"
"Isn't that what we planned for six months in your bedroom ?","7","en"
"Search the boat.","9","en"
"You saw our I.D.","9","en"
"Olen pahoillani tästä, rouva Moran.","6","fi"
"Mene nyt.","9","fi"
"The perps are still on the train , okay ?","4","en"
"Järjestättekö sen tapaamisen?","8","fi"
"Koko naapurusto kadehtii minua.","9","fi"
"All right all right.","9","en"
"I thought you'd want to come back and finish that concerto you were writing .","7","en"
"Open guarding valves.","9","en"
"Yeah.","9","en"
"There is nothing I can do .","6","en"
"It. Spence sir.","9","en"
